,longitude,latitude,date,month,daynight,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
0,-121.045,55.59,2022-01-11,01,D,0.54946244,1.9336357,271.0463,270.90036,271.1521,272.18658,274.42352,3.0,8.659823e-06,0.3434169,0.33797422,0.3310188,0.3280958
1,-120.7945,55.59,2022-01-11,01,D,0.71967065,2.0208628,271.7948,270.8344,271.21658,272.39743,274.6692,3.0,5.3787217e-06,0.3428827,0.34026212,0.3321235,0.3190189
2,-120.544,55.59,2022-01-11,01,D,1.1224118,2.1890364,272.60004,270.75012,271.23984,272.5887,274.9354,3.0,2.7365077e-06,0.34021378,0.33851823,0.3319235,0.30321932
3,-121.045,55.34,2022-01-11,01,D,0.50756556,1.7081938,269.22437,271.02213,271.39377,272.42896,274.24927,1.9999847,1.594808e-05,0.34544992,0.343954,0.34923428,0.35543013
4,-120.7945,55.34,2022-01-11,01,D,0.42703888,1.7191411,269.83215,270.93448,271.38672,272.50284,274.41998,1.9999847,1.1107046e-05,0.34473836,0.34539425,0.3484315,0.34714752
5,-120.544,55.34,2022-01-11,01,D,0.15438616,1.8182108,270.53064,270.8376,271.3294,272.48132,274.58163,1.9999847,5.6004174e-06,0.3420608,0.34316027,0.34471172,0.33425757
6,-121.045,55.089,2022-01-11,01,D,1.3307474,2.0694659,269.37317,271.30273,271.77234,272.77466,274.0721,1.0,3.5755616e-05,0.2745824,0.27749074,0.2856204,0.3061329
7,-120.7945,55.089,2022-01-11,01,D,0.9221721,1.9735072,269.3099,271.1288,271.60294,272.70197,274.21146,1.0,2.238281e-05,0.306965,0.3115197,0.3218106,0.3289658
8,-120.544,55.089,2022-01-11,01,D,0.4528699,1.9947124,269.61676,270.973,271.45663,272.59344,274.37796,1.9999847,1.4181567e-05,0.3295479,0.33431032,0.34259072,0.33932385
9,-115.86,54.86,2022-01-12,01,D,4.4391756,1.0785909,271.56207,269.4501,271.2956,272.74115,274.52777,2.0,9.260981e-06,0.33061093,0.33110052,0.33786935,0.3540823
10,-115.6095,54.86,2022-01-12,01,D,5.0477543,0.6919657,272.17892,269.41504,271.09265,272.51703,274.412,2.0,5.275644e-06,0.3291562,0.32281032,0.32398865,0.34996742
11,-115.359,54.86,2022-01-12,01,D,5.3457394,0.17111596,272.65628,269.4167,270.9771,272.4504,274.3293,2.0,4.4663066e-06,0.3306983,0.32078457,0.32613388,0.343981
12,-115.86,54.61,2022-01-12,01,D,3.9626713,0.36877462,271.31723,269.71234,271.41693,272.77127,274.414,2.0,2.0144846e-05,0.3192429,0.31904408,0.32626158,0.34234735
13,-115.6095,54.61,2022-01-12,01,D,4.570556,-0.0022807121,271.92657,269.6791,271.21152,272.5462,274.29825,2.0,1.5958047e-05,0.3178751,0.3108571,0.3127053,0.3384199
14,-115.359,54.61,2022-01-12,01,D,4.7663693,0.18897846,272.54968,269.62448,270.91986,272.31305,274.34616,2.0,7.9608835e-06,0.32039347,0.30394155,0.29834694,0.33421707
15,-115.86,54.359,2022-01-12,01,D,3.4505672,0.30222315,271.05286,269.98907,271.56006,272.92163,274.56216,2.0,5.0149545e-05,0.31176057,0.31066692,0.3085917,0.3305895
16,-115.6095,54.359,2022-01-12,01,D,3.5558918,0.30121708,271.42,270.00153,271.40512,272.78006,274.60208,2.0,2.1375232e-05,0.30491143,0.2982035,0.28633243,0.32322815
17,-115.359,54.359,2022-01-12,01,D,3.747309,0.48060086,272.0405,269.9506,271.1503,272.57486,274.66336,2.0,1.3392709e-05,0.30818766,0.29310614,0.27588338,0.31996554
18,-119.075,54.857,2022-01-13,01,D,1.1063986,0.5925097,272.90317,271.10532,271.69418,273.23288,275.4308,2.0,0.00031877612,0.38206503,0.38294294,0.39021826,0.36715633
19,-118.8245,54.857,2022-01-13,01,D,1.1948973,0.5745437,272.8025,270.9956,271.63882,273.28275,275.65543,2.0,0.00039166366,0.39708537,0.39978218,0.41131365,0.39120018
20,-118.574,54.857,2022-01-13,01,D,1.116106,0.58092,272.8202,270.8803,271.53745,273.26315,275.76193,2.0,0.0004232951,0.40123785,0.40285522,0.41240686,0.39456677
21,-119.075,54.607,2022-01-13,01,D,1.2531599,0.818885,272.66064,271.29605,271.6487,272.92822,274.75827,2.0,0.00038107872,0.35114133,0.35329416,0.3630654,0.35767794
22,-118.8245,54.607,2022-01-13,01,D,1.148617,0.782028,272.788,271.1711,271.62677,273.00253,274.94562,2.0,0.00039418516,0.35124782,0.35419682,0.3659576,0.35615087
23,-118.574,54.607,2022-01-13,01,D,1.076621,0.7657337,272.78476,271.05005,271.52347,272.98117,275.04782,2.0,0.00042192705,0.35366446,0.355164,0.36389172,0.35641113
24,-119.075,54.356,2022-01-13,01,D,1.4669027,1.0075576,272.12527,271.4973,271.60028,272.6908,274.25992,2.0,0.00065180764,0.3383279,0.3392052,0.3475699,0.36403653
