,longitude,latitude,date,month,daynight,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
0,-116.099,55.946,2020-01-04,01,D,1.852627,3.3110757,265.82996,268.17227,270.48236,272.00262,274.46832,3.0,9.687552e-06,0.37078008,0.34745455,0.3490908,0.33741996
1,-115.849,55.946,2020-01-04,01,D,0.9892932,3.341964,265.20288,268.281,270.49683,271.9512,274.5123,3.0,6.9121616e-06,0.3673573,0.34582353,0.34776077,0.33720088
2,-115.599,55.946,2020-01-04,01,D,0.12412226,3.5242472,264.8789,268.12564,270.33807,272.0557,274.9715,3.0,3.823612e-06,0.409972,0.389755,0.39197475,0.37565297
3,-116.099,55.696,2020-01-04,01,D,2.3714588,2.5137706,265.9184,268.04147,270.40942,272.19165,274.85074,3.0,2.2099914e-05,0.39792022,0.37323543,0.3784148,0.36320797
4,-115.849,55.696,2020-01-04,01,D,1.0490952,2.6643183,265.25388,268.0539,270.39877,272.03146,274.64383,3.0,9.417423e-06,0.3717568,0.35323128,0.3573041,0.3489851
5,-115.599,55.696,2020-01-04,01,D,0.10294747,2.9139867,264.93384,267.9182,270.27426,272.201,275.24915,3.0,5.805352e-06,0.42750642,0.41148764,0.41532755,0.39857757
6,-116.099,55.446,2020-01-04,01,D,3.271099,2.2021036,267.5027,269.0454,271.22476,272.7189,275.6636,4.0,5.6042867e-05,0.42765576,0.41969138,0.42821008,0.4067431
7,-115.849,55.446,2020-01-04,01,D,1.7513939,2.6246538,267.00504,269.15445,271.37708,272.5044,275.17258,3.0,3.4697143e-05,0.3825641,0.37982768,0.3877186,0.38885924
8,-115.599,55.446,2020-01-04,01,D,0.2547971,2.9532075,266.572,269.4839,271.64346,272.50116,274.7089,3.0,1.2597608e-05,0.31516606,0.31323272,0.3199337,0.32743174
9,-117.063,53.832,2020-01-06,01,D,1.8238449,-1.1612695,264.70508,271.27753,271.67987,272.99362,274.9493,2.0,7.283411e-05,0.38501412,0.38576,0.3818266,0.43846053
10,-116.8125,53.832,2020-01-06,01,D,1.8136687,-1.4671661,264.74496,271.3545,271.69867,273.0461,275.01498,2.0,5.7399164e-05,0.38651642,0.38696814,0.38529664,0.44032982
11,-116.562,53.832,2020-01-06,01,D,1.7694291,-1.7271729,264.87466,271.48123,271.73297,273.0518,274.95563,2.0,5.3622196e-05,0.36765724,0.3683974,0.36965078,0.41965455
12,-117.063,53.582,2020-01-06,01,D,2.767388,-0.03377655,265.29166,271.66238,271.801,273.359,275.85522,6.0,4.0498235e-05,0.49526492,0.49649453,0.50093627,0.55491793
