,longitude,latitude,date,month,daynight,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
0,-118.428,54.789,2021-01-01,01,N,-1.9073055,0.35343498,270.39746,271.5797,271.05035,273.00433,275.66263,2.0,6.528224e-05,0.3824348,0.37897712,0.37978935,0.3816213
1,-118.1775,54.789,2021-01-01,01,N,-2.3922818,0.8264437,270.9375,271.61182,271.15247,272.9419,275.45248,2.0,7.121485e-05,0.36128762,0.35648078,0.34962094,0.36649787
2,-117.927,54.789,2021-01-01,01,N,-2.5673037,1.2087194,271.05862,271.2256,270.99908,272.79532,275.14636,2.0,9.100583e-05,0.33812988,0.33184177,0.32406235,0.34721464
3,-118.428,54.539,2021-01-01,01,N,-1.4099864,1.2863955,270.34003,269.90723,269.40625,272.86896,275.2012,2.0,1.9351088e-05,0.35085693,0.350421,0.35414147,0.36321747
4,-118.1775,54.539,2021-01-01,01,N,-1.7939584,1.7421765,270.73285,270.0399,269.57452,272.8094,275.04947,2.0,2.0807114e-05,0.33845255,0.33758292,0.33667073,0.35684574
5,-117.927,54.539,2021-01-01,01,N,-1.8014401,2.0859163,270.85263,270.12064,269.75037,272.79553,275.056,2.0,1.9391273e-05,0.33303064,0.3320417,0.32809395,0.35523129
6,-118.428,54.288,2021-01-01,01,N,-1.2563295,1.6934853,270.11362,268.60364,267.9383,272.58798,274.8027,2.0,8.70883e-06,0.3470076,0.34906593,0.3542163,0.36979294
7,-118.1775,54.288,2021-01-01,01,N,-1.4850844,2.0603466,270.19022,268.73505,268.11438,272.5744,274.7595,2.0,5.1739116e-06,0.34313944,0.3455365,0.3502315,0.3709018
8,-117.927,54.288,2021-01-01,01,N,-1.3927222,2.3341174,270.03845,268.70117,268.21927,272.63547,274.8727,2.0,3.2249518e-06,0.34027317,0.34197256,0.3436497,0.36905003
9,-118.742,55.828,2021-01-05,01,N,-1.2120615,2.5043972,268.07666,268.01285,271.08075,273.0553,275.86426,4.0,0.0,0.4260357,0.41369534,0.3713194,0.40497908
10,-118.4915,55.828,2021-01-05,01,N,-1.5096178,2.3147302,267.07794,267.61652,271.0567,273.01764,275.91556,4.0,0.0,0.4261086,0.4122082,0.36420503,0.39559376
11,-118.241,55.828,2021-01-05,01,N,-1.488761,1.8860921,265.95404,267.30264,270.98853,272.95297,275.81876,4.0,0.0,0.4247884,0.40813285,0.3642735,0.3893334
12,-118.742,55.578,2021-01-05,01,N,-0.60083485,2.7463217,269.02576,268.57968,270.95984,272.8751,275.4677,3.0,0.0,0.390768,0.38338098,0.354748,0.37945783
13,-118.4915,55.578,2021-01-05,01,N,-0.6984763,2.741399,268.67786,268.17538,271.13434,272.83472,275.35852,3.0,0.0,0.3664,0.36226654,0.341353,0.35071945
14,-118.241,55.578,2021-01-05,01,N,-0.8082658,2.5688097,268.351,267.86813,271.07474,272.84653,275.43048,3.0,0.0,0.3696345,0.36376312,0.34529474,0.35034984
15,-118.742,55.327,2021-01-05,01,N,-0.85045093,2.2453818,268.84964,268.6194,271.1078,273.10016,276.0188,4.0,0.0,0.41669217,0.41355488,0.38621572,0.4126143
16,-118.4915,55.327,2021-01-05,01,N,-0.8592014,2.3178673,268.70508,268.20996,271.24066,273.03317,275.87222,4.0,0.0,0.40288773,0.40222347,0.38414702,0.39469495
17,-118.241,55.327,2021-01-05,01,N,-0.9798769,2.479693,268.956,267.96695,271.15115,272.92706,275.7456,4.0,0.0,0.4079463,0.40539396,0.39066845,0.39653438
18,-118.738,54.428,2021-01-06,01,D,0.59200895,3.9796474,273.23123,271.43494,270.65005,272.67487,274.7985,2.0,1.0006563e-05,0.3495974,0.35117358,0.3560056,0.3658254
19,-118.4875,54.428,2021-01-06,01,D,1.0189153,4.2380786,273.70386,271.66653,270.7757,272.69717,274.80432,2.0,4.741387e-06,0.34849992,0.35094786,0.35478887,0.3631826
20,-118.237,54.428,2021-01-06,01,D,1.8101816,4.5381866,274.06018,271.67645,270.88226,272.6601,274.7038,2.0,2.7702063e-06,0.34307808,0.34479162,0.3458848,0.36295202
21,-118.738,54.178,2021-01-06,01,D,0.12253487,3.3806224,270.8445,270.32495,269.76822,272.21896,274.31726,2.0,2.6109637e-05,0.34474844,0.34051168,0.33899543,0.36368892
22,-118.4875,54.178,2021-01-06,01,D,0.65815526,4.1898217,272.58096,271.2925,270.38095,272.37863,274.43576,2.0,1.4617077e-05,0.34971362,0.34911633,0.35408902,0.37287912
23,-118.237,54.178,2021-01-06,01,D,1.4530213,4.6627007,273.36353,271.56586,270.64197,272.40158,274.39066,2.0,9.614485e-06,0.3457575,0.34603912,0.35186273,0.37428516
24,-118.738,53.927,2021-01-06,01,D,-0.15569973,2.9652214,269.57544,270.51877,270.45782,272.38306,274.08044,2.0,6.17015e-05,0.29608184,0.29128093,0.28378004,0.32357186
25,-118.4875,53.927,2021-01-06,01,D,0.427498,3.8800519,271.11914,270.88477,270.52118,272.2577,274.1283,2.0,4.608673e-05,0.3331608,0.32941654,0.32619202,0.3645008
26,-118.237,53.927,2021-01-06,01,D,1.0716224,4.260277,272.28976,271.21368,270.66315,272.28717,274.2349,2.0,2.5370444e-05,0.34291932,0.33873224,0.33896676,0.37640637
