fire_latitude,fire_longitude,climate_latitude,climate_longitude,daynight,year,month,day,date,brightness,confidence,frp,bright_t31,fire_occurrence,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
55.534,-121.7423,54.469,-117.974,D,2010,01,08,2010-01-08,309.3,68,16.9,272.1,0,2.7447014,2.170658,270.56036,270.3969,271.3863,272.52432,274.56348,2.0,-2.842171e-14,0.33219633,0.32895753,0.33093825,0.32420468
54.6744,-118.922,54.469,-117.974,D,2010,01,08,2010-01-08,320.9,81,28.3,272.9,0,2.7447014,2.170658,270.56036,270.3969,271.3863,272.52432,274.56348,2.0,-2.842171e-14,0.33219633,0.32895753,0.33093825,0.32420468
55.0872,-120.8462,54.109,-117.655,D,2010,01,12,2010-01-12,322.7,75,31.0,275.1,0,-0.18848228,3.5636663,272.2542,269.90036,271.28766,272.40945,274.15826,2.0,0.0,0.3898168,0.33570194,0.33705223,0.35226524
54.406,-118.9008,53.854,-118.537,D,2010,01,13,2010-01-13,313.4,74,22.1,271.6,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.4093,-118.9183,53.854,-118.537,D,2010,01,13,2010-01-13,331.9,88,46.7,271.9,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
53.9006,-118.7466,53.854,-118.537,D,2010,01,13,2010-01-13,305.0,60,15.2,268.3,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.614,-119.2519,53.854,-118.537,D,2010,01,13,2010-01-13,310.1,26,94.8,274.4,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.6185,-119.2485,53.854,-118.537,D,2010,01,13,2010-01-13,343.7,93,107.5,275.0,1,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.4065,-118.9071,53.854,-118.537,D,2010,01,13,2010-01-13,331.9,88,74.9,274.7,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.4072,-118.928,53.854,-118.537,D,2010,01,13,2010-01-13,344.3,94,115.4,275.8,1,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.4092,-118.9026,53.854,-118.537,D,2010,01,13,2010-01-13,318.4,78,43.3,274.2,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
53.837,-124.3344,53.854,-118.537,D,2010,01,13,2010-01-13,338.7,79,50.7,269.3,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
53.8389,-124.3187,53.854,-118.537,D,2010,01,13,2010-01-13,351.4,84,76.9,269.9,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
53.8956,-118.7848,53.854,-118.537,D,2010,01,13,2010-01-13,345.5,0,120.1,269.1,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.6165,-119.2734,53.854,-118.537,D,2010,01,13,2010-01-13,311.3,62,27.9,273.3,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.4046,-118.9325,53.854,-118.537,D,2010,01,13,2010-01-13,332.7,88,76.7,275.7,0,1.7843257,2.7528687,268.24396,270.83926,271.29953,272.25842,273.68372,2.0,8.3830946e-07,0.34126258,0.30221605,0.29138654,0.3427799
54.8664,-116.4738,54.687,-116.554,D,2010,01,14,2010-01-14,310.5,40,104.8,271.7,0,-0.25003493,1.6331859,262.96146,268.00067,271.0106,272.2684,274.23672,4.0,0.0,0.4186132,0.36360532,0.33523494,0.3414173
54.8646,-116.4706,54.687,-116.554,D,2010,01,14,2010-01-14,315.2,76,20.1,273.5,0,-0.25003493,1.6331859,262.96146,268.00067,271.0106,272.2684,274.23672,4.0,0.0,0.4186132,0.36360532,0.33523494,0.3414173
54.8618,-116.4868,54.687,-116.554,D,2010,01,14,2010-01-14,359.9,99,102.2,275.9,1,-0.25003493,1.6331859,262.96146,268.00067,271.0106,272.2684,274.23672,4.0,0.0,0.4186132,0.36360532,0.33523494,0.3414173
54.859,-116.5031,54.687,-116.554,D,2010,01,14,2010-01-14,302.6,37,9.9,272.8,0,-0.25003493,1.6331859,262.96146,268.00067,271.0106,272.2684,274.23672,4.0,0.0,0.4186132,0.36360532,0.33523494,0.3414173
54.0908,-118.736,53.986,-115.925,D,2010,01,16,2010-01-16,312.9,69,68.7,268.3,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.0925,-118.7739,53.986,-115.925,D,2010,01,16,2010-01-16,313.3,69,70.0,266.9,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
55.7952,-121.6262,53.986,-115.925,D,2010,01,16,2010-01-16,305.4,61,25.2,270.1,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.885,-116.6185,53.986,-115.925,D,2010,01,16,2010-01-16,304.9,60,17.1,271.0,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.08,-118.7481,53.986,-115.925,D,2010,01,16,2010-01-16,327.6,74,68.4,268.0,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.8793,-116.5921,53.986,-115.925,D,2010,01,16,2010-01-16,307.2,65,18.8,270.2,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.8891,-116.5983,53.986,-115.925,D,2010,01,16,2010-01-16,302.6,53,15.0,270.9,0,6.221496,-0.8814627,272.90485,271.07703,271.059,272.04108,274.00363,2.0,0.0,0.351156,0.31423885,0.29979894,0.29836383
54.2948,-119.0716,54.066,-118.459,D,2010,01,17,2010-01-17,343.7,51,53.3,268.5,0,0.42151898,3.7135339,259.2966,270.7501,271.25705,272.3466,273.97122,2.0,0.0,0.36365896,0.33907047,0.32691905,0.36187047
